Time	 NRMSE1  NRMSE2  NRMSE3  NRMSE4  NRMSE5  NRMSE6  NRMSE7  NRMSE8  NRMSE9  NRMSE10 Param1      Std    	Param2      Std    	Param3      Std    	Param4      Std    	Param5      Std    	Param6      Std    	Param7      Std    	Param8      Std    	Param9      Std    	Param10      Std    	Param11      Std    	Param12      Std    	Param13      Std    	Param14      Std    	Param15      Std    	
10   0.2389  0.4506  1.048  0.202  0.1282  0.09352  1.943  0.3844  1.061  0.4428 1.9013e+07  6.0568e+05 	1.4553e+07  6.057e+05 	9.8637e+07  2.6149e+05 	0  0 	0  0 	0  0 	2.3139e+07  5.4406e+05 	3.7801e+07  5.1114e+05 	9.1157e+07  6.3605e+05 	-2.1015e+06  6.3355e+05 	1.4528e+07  7.2668e+05 	5.4136e+07  6.3658e+05 	2.6114e+07  5.0607e+05 	2.5077e+07  6.0409e+05 	4.4591e+07  7.0243e+05 	
11   0.1775  0.4867  0.8742  0.1998  0.1285  0.08251  1.728  0.4708  1.017  0.4311 1.7837e+07  5.9698e+05 	1.4494e+07  5.8561e+05 	9.785e+07  2.3449e+05 	0  0 	0  0 	0  0 	2.5404e+07  5.3388e+05 	3.8605e+07  4.9405e+05 	9.3443e+07  5.8294e+05 	-2.1505e+06  6.383e+05 	1.5383e+07  7.2248e+05 	5.6293e+07  6.4303e+05 	2.7228e+07  4.9899e+05 	2.609e+07  5.9407e+05 	4.2439e+07  7.2063e+05 	
12   0.1391  0.5162  0.727  0.1824  0.1272  0.1027  2.139  0.6201  1.067  0.4223 2.0508e+07  5.7611e+05 	1.5135e+07  5.7184e+05 	9.6988e+07  1.9405e+05 	0  0 	0  0 	0  0 	2.53e+07  4.6035e+05 	3.7368e+07  4.4185e+05 	9.5459e+07  3.5407e+05 	-3.1963e+06  5.9222e+05 	1.6653e+07  7.1383e+05 	5.6871e+07  5.8416e+05 	2.6028e+07  4.9318e+05 	2.6367e+07  5.7637e+05 	4.1853e+07  5.7612e+05 
13   0.1671  0.5549  0.6189  0.1769  0.1388  0.1636  2.144  0.7231  1.065  0.4159 1.8286e+07  5.8601e+05 	1.3179e+07  5.5878e+05 	9.8424e+07  2.0024e+05 	0  0 	0  0 	0  0 	2.3684e+07  4.4848e+05 	3.7927e+07  4.2803e+05 	9.2989e+07  3.2682e+05 	-6.9025e+05  5.921e+05 	2.0047e+07  7.2382e+05 	5.5109e+07  5.7816e+05 	2.4371e+07  4.8108e+05 	2.5276e+07  5.4829e+05 	4.5088e+07  5.4514e+05 
14   0.2592  0.6405  0.4623  0.1784  0.1265  0.203  2.408  0.9722  1.108  0.4133 2.399e+07  4.8693e+05  1.2164e+07  4.7398e+05  9.8555e+07  1.7388e+05  0  0    0  0    0  0    2.1305e+07  4.2696e+05  3.896e+07  3.9725e+05   9.2625e+07  2.8222e+05  -2.6782e+05  5.5108e+05         1.9238e+07  6.3504e+05  5.5892e+07  5.5464e+05  2.5216e+07  4.5269e+05  2.5394e+07  5.0413e+05  4.427e+07  5.6774e+05
15   0.3346  0.655  0.3727  0.1735  0.1414  0.2745  2.447  0.973  1.128  0.4034 2.5631e+07  3.9928e+05   1.4468e+07  4.3431e+05  9.8924e+07  1.6107e+05  0  0    0  0    0  0    1.8152e+07  3.8534e+05  4.0301e+07  3.671e+05   9.0677e+07  2.4716e+05  -2.6789e+06  5.5689e+05         1.5007e+07  6.3014e+05  5.4904e+07  5.0544e+05  2.3564e+07  4.2937e+05  2.7376e+07  4.6001e+05  4.4253e+07  4.3453e+05
16   0.3892  0.681  0.357  0.1949  0.1639  0.3274  2.488  1.106  1.121  0.3958 2.6768e+07  3.7706e+05    1.3523e+07  4.0469e+05  9.8826e+07  1.4722e+05  0  0    0  0    0  0    1.6617e+07  3.8199e+05  4.2418e+07  3.4442e+05  9.1386e+07  2.3272e+05  -4.0857e+06  4.6942e+05         1.098e+07  5.5004e+05   5.6353e+07  4.9812e+05  2.1464e+07  4.1169e+05  2.7346e+07  4.4187e+05  4.1007e+07  3.7931e+05
17   0.5111  0.6708  0.3838  0.1734  0.1619  0.367  2.593  1.288  1.123  0.4042 2.5124e+07  3.5933e+05  1.2376e+07  4.216e+05   9.8643e+07  1.3968e+05  0  0    0  0    0  0    1.6636e+07  3.5418e+05  4.3051e+07  3.1836e+05  9.2413e+07  2.241e+05   -4.3546e+06  4.3004e+05         1.0992e+07  5.7871e+05  5.6517e+07  5.0171e+05  2.16e+07  3.8973e+05    2.2722e+07  4.0917e+05  4.0171e+07  3.6107e+05
18   0.6305  0.6673  0.5132  0.1753  0.153  0.4012  2.929  1.535  1.181  0.3985 2.3984e+07  3.4146e+05  1.4177e+07  3.4449e+05  9.9176e+07  1.3065e+05  0  0    0  0    0  0    1.354e+07  3.1448e+05   3.9124e+07  2.9224e+05  9.1915e+07  2.1126e+05  -5.8066e+06  4.3512e+05         5.9885e+06  5.2684e+05  5.786e+07  4.5476e+05   2.1421e+07  3.9036e+05  1.9623e+07  3.8819e+05  3.7309e+07  3.3093e+05
19   0.6748  0.6887  0.5643  0.1732  0.145  0.4181  2.803  1.535  1.238  0.3978 2.1313e+07  2.9068e+05  1.1986e+07  3.2748e+05  9.853e+07  1.1902e+05   0  0    0  0    0  0    1.3121e+07  2.877e+05   3.6872e+07  2.6566e+05  9.5568e+07  1.9956e+05  -1.3344e+07  3.6745e+05         4.0749e+06  4.6965e+05  6.0043e+07  4.4175e+05  2.7582e+07  3.5085e+05  2.0039e+07  3.6808e+05  2.9747e+07  2.5012e+05
20  0.6989  0.6904  0.5934  0.1574  0.1371  0.4233  2.86  1.514  1.207  0.4015 2.3068e+07  2.6258e+05   1.2201e+07  2.8524e+05  9.8207e+07  1.046e+05   0  0    0  0    0  0    1.465e+07  2.664e+05    3.707e+07  1.997e+05    9.5683e+07  1.7049e+05  -1.4062e+07  3.2813e+05         7.6832e+06  4.33e+05    5.76e+07  4.0242e+05    2.6729e+07  3.2409e+05  1.8941e+07  3.391e+05   2.9678e+07  2.2687e+05
21   0.7602  0.677  0.6353  0.1694  0.1175  0.4139  2.873  1.607  1.247  0.4228 2.4603e+07  2.2962e+05  1.3613e+07  2.5466e+05  9.8665e+07  87899       0  0    0  0    0  0    1.4538e+07  2.261e+05   3.662e+07  1.7722e+05   9.3933e+07  1.4878e+05  -1.7225e+07  2.8365e+05         2.2474e+06  3.5778e+05  5.8939e+07  3.5996e+05  2.6629e+07  2.752e+05   1.4426e+07  2.9807e+05  2.8644e+07  1.9152e+05
22  0.7729  0.7062  0.6468  0.1463  0.0993  0.4033  2.651  1.561  1.282  0.4154 2.5172e+07  2.106e+05   1.2595e+07  2.3805e+05  9.8835e+07  81204       0  0    0  0    0  0    1.3179e+07  2.0745e+05  3.6959e+07  1.5902e+05  9.4704e+07  1.3532e+05  -1.7849e+07  2.3943e+05         1.1576e+07  3.2331e+05  5.6614e+07  3.3416e+05  2.9396e+07  2.5659e+05  1.6921e+07  2.6825e+05  2.4518e+07  1.7219e+05
23   0.7768  0.7133  0.6622  0.1601  0.08097  0.3955  2.643  1.533  1.307  0.4248 2.4193e+07  1.8572e+05        1.3844e+07  1.889e+05   9.9226e+07  63024       0  0    0  0    0  0    1.2349e+07  1.9496e+05  3.5666e+07  1.2873e+05  9.3204e+07  1.2339e+05  -1.5365e+07  1.8996e+05         1.2372e+07  2.8407e+05  5.4453e+07  3.0803e+05  2.7493e+07  2.3083e+05  1.8577e+07  2.1893e+05  2.4902e+07  1.5758e+05
24   0.7455  0.7426  0.6222  0.1551  0.07763  0.3828  2.648  1.47  1.275  0.4221 2.3429e+07  1.6657e+05         1.6494e+07  1.9135e+05  9.9784e+07  54832       0  0    0  0    0  0    1.0816e+07  1.7453e+05  3.467e+07  1.209e+05    9.1651e+07  1.04e+05    -1.2908e+07  1.6906e+05         1.5025e+07  2.4991e+05  5.7398e+07  2.8497e+05  2.4274e+07  2.2103e+05  1.8908e+07  1.9714e+05  2.7361e+07  1.5098e+05
25   0.7302  0.7509  0.5969  0.1443  0.07457  0.384  2.666  1.414  1.23  0.4171 2.3078e+07  1.56e+05    1.641e+07  1.5769e+05   9.9865e+07  47401       0  0    0  0    0  0    1.2457e+07  1.4947e+05  3.3734e+07  1.1038e+05  9.1807e+07  87408       -1.1268e+07  1.4464e+05         1.5446e+07  2.3338e+05  5.6912e+07  2.5925e+05  2.4335e+07  1.9386e+05  1.7935e+07  1.844e+05   2.6718e+07  1.2835e+05
26   0.7345  0.7411  0.59  0.1511  0.06844  0.3723  2.676  1.434  1.211  0.4207 2.4229e+07  1.4057e+05  1.6407e+07  1.3049e+05  9.9713e+07  42678       0  0    0  0    0  0    1.0492e+07  1.3416e+05  3.268e+07  1.0626e+05   9.2058e+07  81786       -1.2077e+07  1.2691e+05         1.7331e+07  2.1988e+05  5.5823e+07  2.4726e+05  2.535e+07  1.6507e+05   1.8045e+07  1.7662e+05  2.7783e+07  1.1494e+05
27   0.76  0.7337  0.6243  0.1479  0.07444  0.3861  2.584  1.454  1.263  0.4199 2.6127e+07  1.1895e+05  1.6692e+07  1.0431e+05  9.9822e+07  34890       0  0    0  0    0  0    8.9868e+06  1.1309e+05  3.4116e+07  96835       9.0904e+07  68741       -1.1834e+07  1.1477e+05         1.8664e+07  1.9892e+05  5.433e+07  2.2999e+05   2.2976e+07  1.3506e+05  1.8584e+07  1.6051e+05  2.871e+07  1.032e+05
28   0.7617  0.7298  0.6304  0.1536  0.06709  0.3793  2.74  1.53  1.278  0.4399 2.533e+07  1.0016e+05   1.7282e+07  88314       9.9801e+07  33496       0  0    0  0    0  0    9.492e+06  95873        3.4288e+07  84631       9.0706e+07  66836       -1.1761e+07  1.1089e+05         1.4681e+07  1.5875e+05  5.4924e+07  1.9441e+05  2.3228e+07  1.1069e+05  1.6514e+07  1.3122e+05  2.8657e+07  94638
29   0.7609  0.7258  0.6281  0.1519  0.07084  0.3804  2.729  1.505  1.258  0.4222 2.4563e+07  89501     1.7151e+07  75608       9.9601e+07  34081       0  0    0  0    0  0    1.0227e+07  80871       3.3876e+07  79857       9.1263e+07  66701       -1.2348e+07  92872      1.4169e+07  1.372e+05   5.4477e+07  1.9384e+05  2.4061e+07  1.0568e+05  1.6988e+07  1.1479e+05  2.8279e+07  83359
30   0.7576  0.7367  0.6219  0.1504  0.06454  0.3811  2.661  1.467  1.263  0.4223 2.3617e+07  70424     1.7161e+07  67373       9.9896e+07  27804       0  0    0  0    0  0    1.0056e+07  68848       3.3386e+07  63509       9.1141e+07  58055       -1.1375e+07  77068      1.4218e+07  1.1885e+05  5.6982e+07  1.4645e+05  2.3466e+07  82867       1.6385e+07  1.0583e+05  2.8999e+07  73142
31   0.7685  0.7362  0.621  0.1476  0.05714  0.3758  2.618  1.449  1.267  0.4283 2.2349e+07  54362      1.7183e+07  54251       1.0042e+08  22747       0  0    0  0    0  0    1.0194e+07  53300       3.3428e+07  55593       9.0206e+07  49860       -1.0818e+07  67076      1.2808e+07  87425       5.8681e+07  1.2079e+05  2.2688e+07  65535       1.5711e+07  95962       2.9258e+07  67285
32   0.7866  0.7272  0.6382  0.1526  0.05007  0.3711  2.598  1.45  1.272  0.4325 2.2277e+07  53767      1.6755e+07  48457       1.0047e+08  20012       0  0    0  0    0  0    1.0837e+07  51779       3.3373e+07  50096       9.024e+07  45710        -1.0143e+07  53778      1.3136e+07  74990       5.8414e+07  1.0397e+05  2.246e+07  56164        1.6302e+07  76520       2.918e+07  58392
